Postnummer,Poststed,Kommunenummer,Kommunenavn,Type,Fylkesnavn,Fylkesnummer,Kommunenummer2023
0952,OSLO,0301,OSLO,G,Oslo,03,0301
0953,OSLO,0301,OSLO,G,Oslo,03,0301
0954,OSLO,0301,OSLO,G,Oslo,03,0301
0955,OSLO,0301,OSLO,G,Oslo,03,0301
0956,OSLO,0301,OSLO,G,Oslo,03,0301
0957,OSLO,0301,OSLO,G,Oslo,03,0301
0958,OSLO,0301,OSLO,G,Oslo,03,0301
0959,OSLO,0301,OSLO,G,Oslo,03,0301
0960,OSLO,0301,OSLO,G,Oslo,03,0301
0962,OSLO,0301,OSLO,G,Oslo,03,0301
0963,OSLO,0301,OSLO,G,Oslo,03,0301
0964,OSLO,0301,OSLO,G,Oslo,03,0301
0968,OSLO,0301,OSLO,G,Oslo,03,0301
0969,OSLO,0301,OSLO,G,Oslo,03,0301
0970,OSLO,0301,OSLO,G,Oslo,03,0301
0971,OSLO,0301,OSLO,G,Oslo,03,0301
0972,OSLO,0301,OSLO,G,Oslo,03,0301
0973,OSLO,0301,OSLO,G,Oslo,03,0301
0975,OSLO,0301,OSLO,G,Oslo,03,0301
0976,OSLO,0301,OSLO,G,Oslo,03,0301
0977,OSLO,0301,OSLO,G,Oslo,03,0301
0978,OSLO,0301,OSLO,G,Oslo,03,0301
0979,OSLO,0301,OSLO,G,Oslo,03,0301
0980,OSLO,0301,OSLO,G,Oslo,03,0301
0981,OSLO,0301,OSLO,G,Oslo,03,0301
0982,OSLO,0301,OSLO,G,Oslo,03,0301
0983,OSLO,0301,OSLO,G,Oslo,03,0301
0984,OSLO,0301,OSLO,G,Oslo,03,0301
0985,OSLO,0301,OSLO,G,Oslo,03,0301
0986,OSLO,0301,OSLO,G,Oslo,03,0301
0987,OSLO,0301,OSLO,G,Oslo,03,0301
0988,OSLO,0301,OSLO,G,Oslo,03,0301
1001,OSLO,0301,OSLO,P,Oslo,03,0301
1003,OSLO,0301,OSLO,P,Oslo,03,0301
1005,OSLO,0301,OSLO,P,Oslo,03,0301
1006,OSLO,0301,OSLO,P,Oslo,03,0301
1007,OSLO,0301,OSLO,P,Oslo,03,0301
1008,OSLO,0301,OSLO,P,Oslo,03,0301
1009,OSLO,0301,OSLO,P,Oslo,03,0301
1011,OSLO,0301,OSLO,P,Oslo,03,0301
1051,OSLO,0301,OSLO,G,Oslo,03,0301
1052,OSLO,0301,OSLO,G,Oslo,03,0301
1053,OSLO,0301,OSLO,G,Oslo,03,0301
1054,OSLO,0301,OSLO,G,Oslo,03,0301
1055,OSLO,0301,OSLO,G,Oslo,03,0301
1056,OSLO,0301,OSLO,G,Oslo,03,0301
1061,OSLO,0301,OSLO,G,Oslo,03,0301
1062,OSLO,0301,OSLO,G,Oslo,03,0301
1063,OSLO,0301,OSLO,G,Oslo,03,0301
1064,OSLO,0301,OSLO,G,Oslo,03,0301
1065,OSLO,0301,OSLO,G,Oslo,03,0301
1067,OSLO,0301,OSLO,G,Oslo,03,0301
1068,OSLO,0301,OSLO,G,Oslo,03,0301
1069,OSLO,0301,OSLO,G,Oslo,03,0301
1071,OSLO,0301,OSLO,G,Oslo,03,0301
1081,OSLO,0301,OSLO,G,Oslo,03,0301
1083,OSLO,0301,OSLO,G,Oslo,03,0301
1084,OSLO,0301,OSLO,G,Oslo,03,0301
1086,OSLO,0301,OSLO,G,Oslo,03,0301
1087,OSLO,0301,OSLO,G,Oslo,03,0301
1088,OSLO,0301,OSLO,G,Oslo,03,0301
1089,OSLO,0301,OSLO,G,Oslo,03,0301
1101,OSLO,0301,OSLO,P,Oslo,03,0301
1102,OSLO,0301,OSLO,P,Oslo,03,0301
1108,OSLO,0301,OSLO,P,Oslo,03,0301
1109,OSLO,0301,OSLO,P,Oslo,03,0301
1112,OSLO,0301,OSLO,P,Oslo,03,0301
1150,OSLO,0301,OSLO,G,Oslo,03,0301
1151,OSLO,0301,OSLO,G,Oslo,03,0301
1152,OSLO,0301,OSLO,G,Oslo,03,0301
1153,OSLO,0301,OSLO,G,Oslo,03,0301
1154,OSLO,0301,OSLO,G,Oslo,03,0301
1155,OSLO,0301,OSLO,G,Oslo,03,0301
1156,OSLO,0301,OSLO,G,Oslo,03,0301
1157,OSLO,0301,OSLO,G,Oslo,03,0301
1158,OSLO,0301,OSLO,G,Oslo,03,0301
1160,OSLO,0301,OSLO,G,Oslo,03,0301
1161,OSLO,0301,OSLO,G,Oslo,03,0301
1162,OSLO,0301,OSLO,G,Oslo,03,0301
1163,OSLO,0301,OSLO,G,Oslo,03,0301
1164,OSLO,0301,OSLO,G,Oslo,03,0301
1165,OSLO,0301,OSLO,G,Oslo,03,0301
1166,OSLO,0301,OSLO,G,Oslo,03,0301
1167,OSLO,0301,OSLO,G,Oslo,03,0301
1168,OSLO,0301,OSLO,G,Oslo,03,0301
1169,OSLO,0301,OSLO,G,Oslo,03,0301
1170,OSLO,0301,OSLO,G,Oslo,03,0301
1172,OSLO,0301,OSLO,G,Oslo,03,0301
1176,OSLO,0301,OSLO,G,Oslo,03,0301
1177,OSLO,0301,OSLO,G,Oslo,03,0301
1178,OSLO,0301,OSLO,G,Oslo,03,0301
1179,OSLO,0301,OSLO,G,Oslo,03,0301
1181,OSLO,0301,OSLO,G,Oslo,03,0301
1182,OSLO,0301,OSLO,G,Oslo,03,0301
1184,OSLO,0301,OSLO,G,Oslo,03,0301
1185,OSLO,0301,OSLO,G,Oslo,03,0301
1187,OSLO,0301,OSLO,G,Oslo,03,0301
1188,OSLO,0301,OSLO,G,Oslo,03,0301
1189,OSLO,0301,OSLO,G,Oslo,03,0301
1201,OSLO,0301,OSLO,P,Oslo,03,0301
1203,OSLO,0301,OSLO,P,Oslo,03,0301
1204,OSLO,0301,OSLO,P,Oslo,03,0301
1205,OSLO,0301,OSLO,P,Oslo,03,0301
1207,OSLO,0301,OSLO,P,Oslo,03,0301
1214,OSLO,0301,OSLO,P,Oslo,03,0301
1215,OSLO,0301,OSLO,P,Oslo,03,0301
1250,OSLO,0301,OSLO,G,Oslo,03,0301
1251,OSLO,0301,OSLO,G,Oslo,03,0301
1252,OSLO,0301,OSLO,G,Oslo,03,0301
1253,OSLO,0301,OSLO,G,Oslo,03,0301
1254,OSLO,0301,OSLO,G,Oslo,03,0301
1255,OSLO,0301,OSLO,G,Oslo,03,0301
1256,OSLO,0301,OSLO,G,Oslo,03,0301
1257,OSLO,0301,OSLO,G,Oslo,03,0301
1258,OSLO,0301,OSLO,G,Oslo,03,0301
1259,OSLO,0301,OSLO,G,Oslo,03,0301
1262,OSLO,0301,OSLO,G,Oslo,03,0301
1263,OSLO,0301,OSLO,G,Oslo,03,0301
1266,OSLO,0301,OSLO,G,Oslo,03,0301
1270,OSLO,0301,OSLO,G,Oslo,03,0301
1271,OSLO,0301,OSLO,G,Oslo,03,0301
1272,OSLO,0301,OSLO,G,Oslo,03,0301
1273,OSLO,0301,OSLO,G,Oslo,03,0301
1274,OSLO,0301,OSLO,G,Oslo,03,0301
1275,OSLO,0301,OSLO,G,Oslo,03,0301
1278,OSLO,0301,OSLO,G,Oslo,03,0301
1279,OSLO,0301,OSLO,G,Oslo,03,0301
1281,OSLO,0301,OSLO,G,Oslo,03,0301
1283,OSLO,0301,OSLO,G,Oslo,03,0301
1284,OSLO,0301,OSLO,G,Oslo,03,0301
1285,OSLO,0301,OSLO,G,Oslo,03,0301
1286,OSLO,0301,OSLO,G,Oslo,03,0301
1290,OSLO,0301,OSLO,G,Oslo,03,0301
1291,OSLO,0301,OSLO,G,Oslo,03,0301
1294,OSLO,0301,OSLO,G,Oslo,03,0301
1295,OSLO,0301,OSLO,G,Oslo,03,0301
1300,SANDVIKA,3201,BÆRUM,P,Akershus,32,3024
1301,SANDVIKA,3201,BÆRUM,P,Akershus,32,3024
1302,SANDVIKA,3201,BÆRUM,P,Akershus,32,3024
1303,SANDVIKA,3201,BÆRUM,P,Akershus,32,3024
1304,SANDVIKA,3201,BÆRUM,P,Akershus,32,3024
1305,HASLUM,3201,BÆRUM,P,Akershus,32,3024
1306,SANDVIKA,3201,BÆRUM,P,Akershus,32,3024
1307,FORNEBU,3201,BÆRUM,P,Akershus,32,3024
1308,JAR,3201,BÆRUM,P,Akershus,32,3024
1309,RUD,3201,BÆRUM,P,Akershus,32,3024
1311,HØVIKODDEN,3201,BÆRUM,G,Akershus,32,3024
1312,SLEPENDEN,3201,BÆRUM,P,Akershus,32,3024
1313,VØYENENGA,3201,BÆRUM,P,Akershus,32,3024
1314,VØYENENGA,3201,BÆRUM,P,Akershus,32,3024
1316,EIKSMARKA,3201,BÆRUM,P,Akershus,32,3024
1317,BÆRUMS VERK,3201,BÆRUM,P,Akershus,32,3024
1318,BEKKESTUA,3201,BÆRUM,P,Akershus,32,3024
1319,BEKKESTUA,3201,BÆRUM,P,Akershus,32,3024
1321,STABEKK,3201,BÆRUM,P,Akershus,32,3024
1322,HØVIK,3201,BÆRUM,P,Akershus,32,3024
1323,HØVIK,3201,BÆRUM,P,Akershus,32,3024
1324,LYSAKER,3201,BÆRUM,P,Akershus,32,3024
1325,LYSAKER,3201,BÆRUM,P,Akershus,32,3024
1326,LYSAKER,3201,BÆRUM,P,Akershus,32,3024
1327,LYSAKER,3201,BÆRUM,P,Akershus,32,3024
1328,HØVIK,3201,BÆRUM,P,Akershus,32,3024
1329,LOMMEDALEN,3201,BÆRUM,P,Akershus,32,3024
1330,FORNEBU,3201,BÆRUM,P,Akershus,32,3024
1331,FORNEBU,3201,BÆRUM,P,Akershus,32,3024
1332,ØSTERÅS,3201,BÆRUM,P,Akershus,32,3024
1333,KOLSÅS,3201,BÆRUM,P,Akershus,32,3024
1334,RYKKINN,3201,BÆRUM,P,Akershus,32,3024
1335,SNARØYA,3201,BÆRUM,P,Akershus,32,3024
1336,SANDVIKA,3201,BÆRUM,G,Akershus,32,3024
1337,SANDVIKA,3201,BÆRUM,G,Akershus,32,3024
1338,SANDVIKA,3201,BÆRUM,G,Akershus,32,3024
1339,VØYENENGA,3201,BÆRUM,G,Akershus,32,3024
1340,SKUI,3201,BÆRUM,G,Akershus,32,3024
1341,SLEPENDEN,3201,BÆRUM,G,Akershus,32,3024
1342,GJETTUM,3201,BÆRUM,P,Akershus,32,3024
1344,HASLUM,3201,BÆRUM,G,Akershus,32,3024
1346,GJETTUM,3201,BÆRUM,G,Akershus,32,3024
1348,RYKKINN,3201,BÆRUM,G,Akershus,32,3024
1349,RYKKINN,3201,BÆRUM,G,Akershus,32,3024
1350,LOMMEDALEN,3201,BÆRUM,G,Akershus,32,3024
1351,RUD,3201,BÆRUM,G,Akershus,32,3024
1352,KOLSÅS,3201,BÆRUM,G,Akershus,32,3024
1353,BÆRUMS VERK,3201,BÆRUM,G,Akershus,32,3024
1354,BÆRUMS VERK,3201,BÆRUM,G,Akershus,32,3024
1356,BEKKESTUA,3201,BÆRUM,G,Akershus,32,3024
1357,BEKKESTUA,3201,BÆRUM,G,Akershus,32,3024
1358,JAR,3201,BÆRUM,G,Akershus,32,3024
1359,EIKSMARKA,3201,BÆRUM,G,Akershus,32,3024
1360,FORNEBU,3201,BÆRUM,G,Akershus,32,3024
1361,ØSTERÅS,3201,BÆRUM,G,Akershus,32,3024
1362,HOSLE,3201,BÆRUM,G,Akershus,32,3024
1363,HØVIK,3201,BÆRUM,G,Akershus,32,3024
1364,FORNEBU,3201,BÆRUM,G,Akershus,32,3024
1365,BLOMMENHOLM,3201,BÆRUM,G,Akershus,32,3024
1366,LYSAKER,3201,BÆRUM,G,Akershus,32,3024
1367,SNARØYA,3201,BÆRUM,G,Akershus,32,3024
1368,STABEKK,3201,BÆRUM,G,Akershus,32,3024
1369,STABEKK,3201,BÆRUM,G,Akershus,32,3024
1371,ASKER,3203,ASKER,P,Akershus,32,3025
1372,ASKER,3203,ASKER,P,Akershus,32,3025
1373,ASKER,3203,ASKER,P,Akershus,32,3025
1375,BILLINGSTAD,3203,ASKER,P,Akershus,32,3025
1376,BILLINGSTAD,3203,ASKER,P,Akershus,32,3025
1377,BILLINGSTAD,3203,ASKER,P,Akershus,32,3025
1378,NESBRU,3203,ASKER,P,Akershus,32,3025
1379,NESBRU,3203,ASKER,P,Akershus,32,3025
1380,HEGGEDAL,3203,ASKER,P,Akershus,32,3025
1381,VETTRE,3203,ASKER,P,Akershus,32,3025
1383,ASKER,3203,ASKER,G,Akershus,32,3025
1384,ASKER,3203,ASKER,G,Akershus,32,3025
1385,ASKER,3203,ASKER,G,Akershus,32,3025
1386,ASKER,3203,ASKER,G,Akershus,32,3025
1387,ASKER,3203,ASKER,G,Akershus,32,3025
1388,BORGEN,3203,ASKER,G,Akershus,32,3025
1389,HEGGEDAL,3203,ASKER,G,Akershus,32,3025
1390,VOLLEN,3203,ASKER,G,Akershus,32,3025
1391,VOLLEN,3203,ASKER,G,Akershus,32,3025
1392,VETTRE,3203,ASKER,G,Akershus,32,3025
1393,VOLLEN,3203,ASKER,P,Akershus,32,3025
1394,NESBRU,3203,ASKER,G,Akershus,32,3025
1395,HVALSTAD,3203,ASKER,G,Akershus,32,3025
1396,BILLINGSTAD,3203,ASKER,G,Akershus,32,3025
1397,NESØYA,3203,ASKER,G,Akershus,32,3025
1399,ASKER,3203,ASKER,P,Akershus,32,3025
1400,SKI,3207,NORDRE FOLLO,G,Akershus,32,3020
1401,SKI,3207,NORDRE FOLLO,P,Akershus,32,3020
1402,SKI,3207,NORDRE FOLLO,P,Akershus,32,3020
1403,LANGHUS,3207,NORDRE FOLLO,P,Akershus,32,3020
1404,SIGGERUD,3207,NORDRE FOLLO,G,Akershus,32,3020
1405,LANGHUS,3207,NORDRE FOLLO,G,Akershus,32,3020
1406,SKI,3207,NORDRE FOLLO,G,Akershus,32,3020
1407,VINTERBRO,3218,ÅS,G,Akershus,32,3021
1408,KRÅKSTAD,3207,NORDRE FOLLO,G,Akershus,32,3020
1409,SKOTBU,3207,NORDRE FOLLO,G,Akershus,32,3020
1410,KOLBOTN,3207,NORDRE FOLLO,G,Akershus,32,3020
1411,KOLBOTN,3207,NORDRE FOLLO,P,Akershus,32,3020
1412,SOFIEMYR,3207,NORDRE FOLLO,G,Akershus,32,3020
1413,TÅRNÅSEN,3207,NORDRE FOLLO,G,Akershus,32,3020
1414,TROLLÅSEN,3207,NORDRE FOLLO,G,Akershus,32,3020
1415,OPPEGÅRD,3207,NORDRE FOLLO,G,Akershus,32,3020
1416,OPPEGÅRD,3207,NORDRE FOLLO,P,Akershus,32,3020
1417,SOFIEMYR,3207,NORDRE FOLLO,P,Akershus,32,3020
1418,KOLBOTN,3207,NORDRE FOLLO,P,Akershus,32,3020
1419,OPPEGÅRD,3207,NORDRE FOLLO,P,Akershus,32,3020
1420,SVARTSKOG,3207,NORDRE FOLLO,G,Akershus,32,3020
1421,TROLLÅSEN,3207,NORDRE FOLLO,P,Akershus,32,3020
1422,SIGGERUD,3207,NORDRE FOLLO,P,Akershus,32,3020
1423,SKI,3207,NORDRE FOLLO,G,Akershus,32,3020
1424,SKI,3207,NORDRE FOLLO,G,Akershus,32,3020
1425,SKI,3207,NORDRE FOLLO,G,Akershus,32,3020
1429,VINTERBRO,3218,ÅS,P,Akershus,32,3021
1430,ÅS,3218,ÅS,G,Akershus,32,3021
1431,ÅS,3218,ÅS,P,Akershus,32,3021
1432,ÅS,3218,ÅS,P,Akershus,32,3021
1433,ÅS,3218,ÅS,G,Akershus,32,3021
1434,ÅS,3218,ÅS,G,Akershus,32,3021
1435,ÅS,3218,ÅS,G,Akershus,32,3021
1440,DRØBAK,3214,FROGN,G,Akershus,32,3022
1441,DRØBAK,3214,FROGN,P,Akershus,32,3022
1442,DRØBAK,3214,FROGN,P,Akershus,32,3022
1443,DRØBAK,3214,FROGN,G,Akershus,32,3022
1444,DRØBAK,3214,FROGN,G,Akershus,32,3022
1445,DRØBAK,3214,FROGN,G,Akershus,32,3022
1446,DRØBAK,3214,FROGN,G,Akershus,32,3022
1447,DRØBAK,3214,FROGN,G,Akershus,32,3022
1448,DRØBAK,3214,FROGN,G,Akershus,32,3022
1449,DRØBAK,3214,FROGN,G,Akershus,32,3022
1450,NESODDTANGEN,3212,NESODDEN,G,Akershus,32,3023
1451,NESODDTANGEN,3212,NESODDEN,P,Akershus,32,3023
1452,NESODDTANGEN,3212,NESODDEN,G,Akershus,32,3023
1453,BJØRNEMYR,3212,NESODDEN,G,Akershus,32,3023
1454,FAGERSTRAND,3212,NESODDEN,G,Akershus,32,3023
1455,NORDRE FROGN,3214,FROGN,G,Akershus,32,3022
1456,NESODDTANGEN,3212,NESODDEN,G,Akershus,32,3023
1457,FAGERSTRAND,3212,NESODDEN,P,Akershus,32,3023
1458,FJELLSTRAND,3212,NESODDEN,G,Akershus,32,3023
1459,NESODDEN,3212,NESODDEN,G,Akershus,32,3023
1461,LØRENSKOG,3222,LØRENSKOG,G,Akershus,32,3029
1462,FJELLHAMAR,3222,LØRENSKOG,G,Akershus,32,3029
1463,FJELLHAMAR,3222,LØRENSKOG,G,Akershus,32,3029
1464,FJELLHAMAR,3222,LØRENSKOG,G,Akershus,32,3029
1465,STRØMMEN,3205,LILLESTRØM,G,Akershus,32,3030
1466,STRØMMEN,3205,LILLESTRØM,G,Akershus,32,3030
1467,STRØMMEN,3205,LILLESTRØM,G,Akershus,32,3030
1468,FINSTADJORDET,3222,LØRENSKOG,P,Akershus,32,3029
1469,RASTA,3222,LØRENSKOG,P,Akershus,32,3029
1470,LØRENSKOG,3222,LØRENSKOG,G,Akershus,32,3029
1471,LØRENSKOG,3222,LØRENSKOG,P,Akershus,32,3029
1472,FJELLHAMAR,3222,LØRENSKOG,G,Akershus,32,3029
1473,LØRENSKOG,3222,LØRENSKOG,G,Akershus,32,3029
1474,LØRENSKOG,3222,LØRENSKOG,G,Akershus,32,3029
1475,FINSTADJORDET,3222,LØRENSKOG,G,Akershus,32,3029
1476,RASTA,3222,LØRENSKOG,G,Akershus,32,3029
1477,FJELLHAMAR,3222,LØRENSKOG,P,Akershus,32,3029
1478,LØRENSKOG,3222,LØRENSKOG,P,Akershus,32,3029
1479,KURLAND,3222,LØRENSKOG,G,Akershus,32,3029
1480,SLATTUM,3232,NITTEDAL,G,Akershus,32,3031
1481,HAGAN,3232,NITTEDAL,G,Akershus,32,3031
1482,NITTEDAL,3232,NITTEDAL,G,Akershus,32,3031
1483,HAGAN,3232,NITTEDAL,P,Akershus,32,3031
1484,HAKADAL,3232,NITTEDAL,G,Akershus,32,3031
1485,HAKADAL,3232,NITTEDAL,P,Akershus,32,3031
1486,NITTEDAL,3232,NITTEDAL,P,Akershus,32,3031
1487,HAKADAL,3232,NITTEDAL,G,Akershus,32,3031
1488,HAKADAL,3232,NITTEDAL,G,Akershus,32,3031
1501,MOSS,3103,MOSS,P,Østfold,31,3002
1502,MOSS,3103,MOSS,P,Østfold,31,3002
1503,MOSS,3103,MOSS,P,Østfold,31,3002
1504,MOSS,3103,MOSS,P,Østfold,31,3002
1506,MOSS,3103,MOSS,P,Østfold,31,3002
1508,MOSS,3103,MOSS,P,Østfold,31,3002
1509,MOSS,3103,MOSS,P,Østfold,31,3002
1510,MOSS,3103,MOSS,P,Østfold,31,3002
1511,MOSS,3103,MOSS,G,Østfold,31,3002
1512,MOSS,3103,MOSS,G,Østfold,31,3002
1513,MOSS,3103,MOSS,G,Østfold,31,3002
1514,MOSS,3103,MOSS,G,Østfold,31,3002
1515,MOSS,3103,MOSS,G,Østfold,31,3002
1516,MOSS,3103,MOSS,G,Østfold,31,3002
1517,MOSS,3103,MOSS,G,Østfold,31,3002
1518,MOSS,3103,MOSS,G,Østfold,31,3002
1519,MOSS,3103,MOSS,G,Østfold,31,3002
1520,MOSS,3103,MOSS,P,Østfold,31,3002
1521,MOSS,3103,MOSS,P,Østfold,31,3002
1522,MOSS,3103,MOSS,P,Østfold,31,3002
1523,MOSS,3103,MOSS,G,Østfold,31,3002
1524,MOSS,3103,MOSS,G,Østfold,31,3002
1525,MOSS,3103,MOSS,G,Østfold,31,3002
1526,MOSS,3103,MOSS,G,Østfold,31,3002
1528,MOSS,3103,MOSS,G,Østfold,31,3002
1529,MOSS,3103,MOSS,G,Østfold,31,3002
1530,MOSS,3103,MOSS,G,Østfold,31,3002
1531,MOSS,3103,MOSS,G,Østfold,31,3002
1532,MOSS,3103,MOSS,G,Østfold,31,3002
1533,MOSS,3103,MOSS,G,Østfold,31,3002
1534,MOSS,3103,MOSS,G,Østfold,31,3002
1535,MOSS,3103,MOSS,G,Østfold,31,3002
1536,MOSS,3103,MOSS,G,Østfold,31,3002
1537,MOSS,3103,MOSS,G,Østfold,31,3002
1538,MOSS,3103,MOSS,G,Østfold,31,3002
1539,MOSS,3103,MOSS,G,Østfold,31,3002
1540,VESTBY,3216,VESTBY,G,Akershus,32,3019
1541,VESTBY,3216,VESTBY,P,Akershus,32,3019
1542,VESTBY,3216,VESTBY,G,Akershus,32,3019
1543,VESTBY,3216,VESTBY,G,Akershus,32,3019
1544,VESTBY,3216,VESTBY,G,Akershus,32,3019
1545,HVITSTEN,3216,VESTBY,G,Akershus,32,3019
1550,HØLEN,3216,VESTBY,G,Akershus,32,3019
1553,SON,3216,VESTBY,G,Akershus,32,3019
1554,SON,3216,VESTBY,G,Akershus,32,3019
1555,SON,3216,VESTBY,G,Akershus,32,3019
1556,SON,3216,VESTBY,P,Akershus,32,3019
1560,LARKOLLEN,3103,MOSS,G,Østfold,31,3002
1561,LARKOLLEN,3103,MOSS,P,Østfold,31,3002
1570,DILLING,3103,MOSS,G,Østfold,31,3002
1580,RYGGE,3103,MOSS,G,Østfold,31,3002
1581,RYGGE,3103,MOSS,P,Østfold,31,3002
1590,RYGGE,3103,MOSS,P,Østfold,31,3002
1591,SPERREBOTN,3114,VÅLER (ØSTFOLD),G,Østfold,31,3018
1592,VÅLER I ØSTFOLD,3114,VÅLER (ØSTFOLD),G,Østfold,31,3018
1593,SVINNDAL,3114,VÅLER (ØSTFOLD),G,Østfold,31,3018
1594,VÅLER I ØSTFOLD,3114,VÅLER (ØSTFOLD),P,Østfold,31,3018
1596,MOSS,3103,MOSS,G,Østfold,31,3002
1597,MOSS,3103,MOSS,G,Østfold,31,3002
1598,MOSS,3103,MOSS,G,Østfold,31,3002
1599,MOSS,3103,MOSS,G,Østfold,31,3002
1601,FREDRIKSTAD,3107,FREDRIKSTAD,P,Østfold,31,3004
1602,FREDRIKSTAD,3107,FREDRIKSTAD,P,Østfold,31,3004
1604,FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1605,FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1606,FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1607,FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1608,FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1609,FREDRIKSTAD,3107,FREDRIKSTAD,P,Østfold,31,3004
1610,FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1612,FREDRIKSTAD,3107,FREDRIKSTAD,P,Østfold,31,3004
1613,FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1614,FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1615,FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1616,FREDRIKSTAD,3107,FREDRIKSTAD,P,Østfold,31,3004
1617,FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1618,FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1619,FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1620,GRESSVIK,3107,FREDRIKSTAD,P,Østfold,31,3004
1621,GRESSVIK,3107,FREDRIKSTAD,G,Østfold,31,3004
1622,GRESSVIK,3107,FREDRIKSTAD,G,Østfold,31,3004
1623,GRESSVIK,3107,FREDRIKSTAD,G,Østfold,31,3004
1624,GRESSVIK,3107,FREDRIKSTAD,G,Østfold,31,3004
1625,MANSTAD,3107,FREDRIKSTAD,P,Østfold,31,3004
1626,MANSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1628,ENGELSVIKEN,3107,FREDRIKSTAD,G,Østfold,31,3004
1629,GAMLE FREDRIKSTAD,3107,FREDRIKSTAD,P,Østfold,31,3004
1630,GAMLE FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1632,GAMLE FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1633,GAMLE FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1634,GAMLE FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1636,GAMLE FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1637,GAMLE FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1638,GAMLE FREDRIKSTAD,3107,FREDRIKSTAD,P,Østfold,31,3004
1639,GAMLE FREDRIKSTAD,3107,FREDRIKSTAD,G,Østfold,31,3004
1640,RÅDE,3112,RÅDE,G,Østfold,31,3017
1641,RÅDE,3112,RÅDE,P,Østfold,31,3017
1642,SALTNES,3112,RÅDE,G,Østfold,31,3017
1643,RÅDE,3112,RÅDE,G,Østfold,31,3017
1650,SELLEBAKK,3107,FREDRIKSTAD,P,Østfold,31,3004
1651,SELLEBAKK,3107,FREDRIKSTAD,G,Østfold,31,3004
1653,SELLEBAKK,3107,FREDRIKSTAD,G,Østfold,31,3004
1654,SELLEBAKK,3107,FREDRIKSTAD,G,Østfold,31,3004
1655,SELLEBAKK,3107,FREDRIKSTAD,G,Østfold,31,3004
1657,TORP,3107,FREDRIKSTAD,G,Østfold,31,3004
1658,TORP,3107,FREDRIKSTAD,G,Østfold,31,3004
1659,TORP,3107,FREDRIKSTAD,G,Østfold,31,3004
1661,ROLVSØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1662,ROLVSØY,3107,FREDRIKSTAD,P,Østfold,31,3004
1663,ROLVSØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1664,ROLVSØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1665,ROLVSØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1666,ROLVSØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1667,ROLVSØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1670,KRÅKERØY,3107,FREDRIKSTAD,P,Østfold,31,3004
1671,KRÅKERØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1672,KRÅKERØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1673,KRÅKERØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1675,KRÅKERØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1676,KRÅKERØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1678,KRÅKERØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1679,KRÅKERØY,3107,FREDRIKSTAD,G,Østfold,31,3004
1680,SKJÆRHALDEN,3110,HVALER,G,Østfold,31,3011
1682,SKJÆRHALDEN,3110,HVALER,P,Østfold,31,3011
1683,VESTERØY,3110,HVALER,P,Østfold,31,3011
1684,VESTERØY,3110,HVALER,G,Østfold,31,3011
1690,HERFØL,3110,HVALER,G,Østfold,31,3011
1692,NEDGÅRDEN,3110,HVALER,G,Østfold,31,3011
1701,SARPSBORG,3105,SARPSBORG,P,Østfold,31,3003
1702,SARPSBORG,3105,SARPSBORG,P,Østfold,31,3003
1703,SARPSBORG,3105,SARPSBORG,P,Østfold,31,3003
1704,SARPSBORG,3105,SARPSBORG,P,Østfold,31,3003
1705,SARPSBORG,3105,SARPSBORG,P,Østfold,31,3003
1706,SARPSBORG,3105,SARPSBORG,G,Østfold,31,3003
