Postnummer,Poststed,Kommunenummer,Kommunenavn,Type,Fylkesnavn,Fylkesnummer,Kommunenummer2023
2740,ROA,3234,LUNNER,G,Akershus,32,3054
2742,GRUA,3234,LUNNER,G,Akershus,32,3054
2743,HARESTUA,3234,LUNNER,G,Akershus,32,3054
2750,GRAN,3446,GRAN,G,Innlandet,34,3446
2760,BRANDBU,3446,GRAN,G,Innlandet,34,3446
2770,JAREN,3446,GRAN,G,Innlandet,34,3446
2801,GJØVIK,3407,GJØVIK,P,Innlandet,34,3407
2802,GJØVIK,3407,GJØVIK,P,Innlandet,34,3407
2803,GJØVIK,3407,GJØVIK,P,Innlandet,34,3407
2804,GJØVIK,3407,GJØVIK,P,Innlandet,34,3407
2805,GJØVIK,3407,GJØVIK,P,Innlandet,34,3407
2806,GJØVIK,3407,GJØVIK,P,Innlandet,34,3407
2807,HUNNDALEN,3407,GJØVIK,P,Innlandet,34,3407
2808,GJØVIK,3407,GJØVIK,P,Innlandet,34,3407
2810,GJØVIK,3407,GJØVIK,P,Innlandet,34,3407
2811,HUNNDALEN,3407,GJØVIK,P,Innlandet,34,3407
2812,GJØVIK,3407,GJØVIK,P,Innlandet,34,3407
2815,GJØVIK,3407,GJØVIK,G,Innlandet,34,3407
2816,GJØVIK,3407,GJØVIK,G,Innlandet,34,3407
2817,GJØVIK,3407,GJØVIK,G,Innlandet,34,3407
2818,GJØVIK,3407,GJØVIK,G,Innlandet,34,3407
2819,GJØVIK,3407,GJØVIK,G,Innlandet,34,3407
2820,NORDRE TOTEN,3442,ØSTRE TOTEN,G,Innlandet,34,3442
2821,GJØVIK,3407,GJØVIK,G,Innlandet,34,3407
2822,BYBRUA,3407,GJØVIK,G,Innlandet,34,3407
2825,GJØVIK,3407,GJØVIK,G,Innlandet,34,3407
2827,HUNNDALEN,3407,GJØVIK,G,Innlandet,34,3407
2830,RAUFOSS,3443,VESTRE TOTEN,G,Innlandet,34,3443
2831,RAUFOSS,3443,VESTRE TOTEN,P,Innlandet,34,3443
2832,BIRI,3407,GJØVIK,P,Innlandet,34,3407
2833,RAUFOSS,3443,VESTRE TOTEN,G,Innlandet,34,3443
2834,RAUFOSS,3443,VESTRE TOTEN,G,Innlandet,34,3443
2835,RAUFOSS,3443,VESTRE TOTEN,G,Innlandet,34,3443
2836,BIRI,3407,GJØVIK,G,Innlandet,34,3407
2837,BIRISTRAND,3407,GJØVIK,G,Innlandet,34,3407
2838,SNERTINGDAL,3407,GJØVIK,G,Innlandet,34,3407
2839,ØVRE SNERTINGDAL,3407,GJØVIK,G,Innlandet,34,3407
2840,REINSVOLL,3443,VESTRE TOTEN,G,Innlandet,34,3443
2841,SNERTINGDAL,3407,GJØVIK,P,Innlandet,34,3407
2843,EINA,3443,VESTRE TOTEN,G,Innlandet,34,3443
2844,KOLBU,3442,ØSTRE TOTEN,P,Innlandet,34,3442
2845,BØVERBRU,3443,VESTRE TOTEN,P,Innlandet,34,3443
2846,BØVERBRU,3443,VESTRE TOTEN,G,Innlandet,34,3443
2847,KOLBU,3442,ØSTRE TOTEN,G,Innlandet,34,3442
2848,SKREIA,3442,ØSTRE TOTEN,G,Innlandet,34,3442
2849,KAPP,3442,ØSTRE TOTEN,G,Innlandet,34,3442
2850,LENA,3442,ØSTRE TOTEN,G,Innlandet,34,3442
2851,LENA,3442,ØSTRE TOTEN,P,Innlandet,34,3442
2853,REINSVOLL,3443,VESTRE TOTEN,P,Innlandet,34,3443
2854,EINA,3443,VESTRE TOTEN,P,Innlandet,34,3443
2857,SKREIA,3442,ØSTRE TOTEN,P,Innlandet,34,3442
2858,KAPP,3442,ØSTRE TOTEN,P,Innlandet,34,3442
2860,HOV,3447,SØNDRE LAND,G,Innlandet,34,3447
2861,LANDÅSBYGDA,3447,SØNDRE LAND,G,Innlandet,34,3447
2862,FLUBERG,3447,SØNDRE LAND,G,Innlandet,34,3447
2863,VESTSIDA,3447,SØNDRE LAND,G,Innlandet,34,3447
2864,FALL,3447,SØNDRE LAND,G,Innlandet,34,3447
2866,ENGER,3447,SØNDRE LAND,G,Innlandet,34,3447
2867,HOV,3447,SØNDRE LAND,P,Innlandet,34,3447
2870,DOKKA,3448,NORDRE LAND,G,Innlandet,34,3448
2879,ODNES,3447,SØNDRE LAND,G,Innlandet,34,3447
2880,NORD-TORPA,3448,NORDRE LAND,G,Innlandet,34,3448
2881,AUST-TORPA,3448,NORDRE LAND,G,Innlandet,34,3448
2882,DOKKA,3448,NORDRE LAND,P,Innlandet,34,3448
2890,ETNEDAL,3450,ETNEDAL,G,Innlandet,34,3450
2893,ETNEDAL,3450,ETNEDAL,P,Innlandet,34,3450
2900,FAGERNES,3451,NORD-AURDAL,G,Innlandet,34,3451
2901,FAGERNES,3451,NORD-AURDAL,P,Innlandet,34,3451
2907,LEIRA I VALDRES,3451,NORD-AURDAL,P,Innlandet,34,3451
2909,AURDAL,3451,NORD-AURDAL,P,Innlandet,34,3451
2910,AURDAL,3451,NORD-AURDAL,G,Innlandet,34,3451
2917,SKRAUTVÅL,3451,NORD-AURDAL,G,Innlandet,34,3451
2918,ULNES,3451,NORD-AURDAL,G,Innlandet,34,3451
2920,LEIRA I VALDRES,3451,NORD-AURDAL,G,Innlandet,34,3451
2923,TISLEIDALEN,3451,NORD-AURDAL,G,Innlandet,34,3451
2929,BAGN,3449,SØR-AURDAL,P,Innlandet,34,3449
2930,BAGN,3449,SØR-AURDAL,G,Innlandet,34,3449
2933,REINLI,3449,SØR-AURDAL,G,Innlandet,34,3449
2936,BEGNADALEN,3449,SØR-AURDAL,G,Innlandet,34,3449
2937,BEGNA,3449,SØR-AURDAL,G,Innlandet,34,3449
2939,HEGGENES,3453,ØYSTRE SLIDRE,P,Innlandet,34,3453
2940,HEGGENES,3453,ØYSTRE SLIDRE,G,Innlandet,34,3453
2943,ROGNE,3453,ØYSTRE SLIDRE,G,Innlandet,34,3453
2950,SKAMMESTEIN,3453,ØYSTRE SLIDRE,G,Innlandet,34,3453
2952,BEITO,3453,ØYSTRE SLIDRE,G,Innlandet,34,3453
2953,BEITOSTØLEN,3453,ØYSTRE SLIDRE,G,Innlandet,34,3453
2954,BEITOSTØLEN,3453,ØYSTRE SLIDRE,P,Innlandet,34,3453
2959,RØN,3452,VESTRE SLIDRE,P,Innlandet,34,3452
2960,RØN,3452,VESTRE SLIDRE,G,Innlandet,34,3452
2965,SLIDRE,3452,VESTRE SLIDRE,P,Innlandet,34,3452
2966,SLIDRE,3452,VESTRE SLIDRE,G,Innlandet,34,3452
2967,LOMEN,3452,VESTRE SLIDRE,G,Innlandet,34,3452
2972,RYFOSS,3454,VANG,P,Innlandet,34,3454
2973,RYFOSS,3454,VANG,G,Innlandet,34,3454
2974,VANG I VALDRES,3454,VANG,P,Innlandet,34,3454
2975,VANG I VALDRES,3454,VANG,G,Innlandet,34,3454
2977,ØYE,3454,VANG,G,Innlandet,34,3454
2985,TYINKRYSSET,3454,VANG,G,Innlandet,34,3454
3001,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3002,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3003,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3004,DRAMMEN,3301,DRAMMEN,B,Buskerud,33,3005
3005,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3006,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3007,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3008,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3009,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3010,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3011,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3012,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3013,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3014,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3015,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3016,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3017,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3018,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3019,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3021,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3022,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3023,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3024,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3025,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3026,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3027,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3028,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3029,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3030,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3031,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3032,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3033,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3034,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3035,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3036,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3037,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3038,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3039,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3040,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3041,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3042,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3043,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3044,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3045,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3046,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3047,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3048,DRAMMEN,3301,DRAMMEN,G,Buskerud,33,3005
3050,MJØNDALEN,3301,DRAMMEN,G,Buskerud,33,3005
3051,MJØNDALEN,3301,DRAMMEN,P,Buskerud,33,3005
3053,STEINBERG,3301,DRAMMEN,G,Buskerud,33,3005
3054,KROKSTADELVA,3301,DRAMMEN,P,Buskerud,33,3005
3055,KROKSTADELVA,3301,DRAMMEN,G,Buskerud,33,3005
3056,SOLBERGELVA,3301,DRAMMEN,P,Buskerud,33,3005
3057,SOLBERGELVA,3301,DRAMMEN,G,Buskerud,33,3005
3058,SOLBERGMOEN,3301,DRAMMEN,G,Buskerud,33,3005
3060,SVELVIK,3301,DRAMMEN,G,Buskerud,33,3005
3061,SVELVIK,3301,DRAMMEN,P,Buskerud,33,3005
3063,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3064,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3065,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3066,DRAMMEN,3301,DRAMMEN,P,Buskerud,33,3005
3070,SANDE I VESTFOLD,3903,HOLMESTRAND,G,Vestfold,39,3802
3071,SANDE I VESTFOLD,3903,HOLMESTRAND,P,Vestfold,39,3802
3072,SANDE I VESTFOLD,3903,HOLMESTRAND,G,Vestfold,39,3802
3073,SANDE I VESTFOLD,3903,HOLMESTRAND,G,Vestfold,39,3802
3074,SANDE I VESTFOLD,3903,HOLMESTRAND,G,Vestfold,39,3802
3075,BERGER,3301,DRAMMEN,G,Buskerud,33,3005
3076,SANDE I VESTFOLD,3903,HOLMESTRAND,G,Vestfold,39,3802
3077,SANDE I VESTFOLD,3903,HOLMESTRAND,G,Vestfold,39,3802
3080,HOLMESTRAND,3903,HOLMESTRAND,G,Vestfold,39,3802
3081,HOLMESTRAND,3903,HOLMESTRAND,P,Vestfold,39,3802
3082,HOLMESTRAND,3903,HOLMESTRAND,P,Vestfold,39,3802
3083,HOLMESTRAND,3903,HOLMESTRAND,G,Vestfold,39,3802
3084,HOLMESTRAND,3903,HOLMESTRAND,G,Vestfold,39,3802
3085,HOLMESTRAND,3903,HOLMESTRAND,G,Vestfold,39,3802
3086,HOLMESTRAND,3903,HOLMESTRAND,G,Vestfold,39,3802
3087,HOLMESTRAND,3903,HOLMESTRAND,P,Vestfold,39,3802
3088,HOLMESTRAND,3903,HOLMESTRAND,P,Vestfold,39,3802
3089,HOLMESTRAND,3903,HOLMESTRAND,G,Vestfold,39,3802
3090,HOF,3903,HOLMESTRAND,G,Vestfold,39,3802
3091,HOF,3903,HOLMESTRAND,P,Vestfold,39,3802
3092,SUNDBYFOSS,3903,HOLMESTRAND,G,Vestfold,39,3802
3095,EIDSFOSS,3903,HOLMESTRAND,G,Vestfold,39,3802
3101,TØNSBERG,3905,TØNSBERG,P,Vestfold,39,3803
3103,TØNSBERG,3905,TØNSBERG,P,Vestfold,39,3803
3104,TØNSBERG,3905,TØNSBERG,P,Vestfold,39,3803
3105,TØNSBERG,3905,TØNSBERG,P,Vestfold,39,3803
3106,NØTTERØY,3911,FÆRDER,P,Vestfold,39,3811
3107,SEM,3905,TØNSBERG,P,Vestfold,39,3803
3108,VEAR,3905,TØNSBERG,P,Vestfold,39,3803
3109,TØNSBERG,3905,TØNSBERG,P,Vestfold,39,3803
3110,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3111,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3112,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3113,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3114,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3115,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3116,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3117,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3118,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3119,TØNSBERG,3905,TØNSBERG,P,Vestfold,39,3803
3120,NØTTERØY,3911,FÆRDER,G,Vestfold,39,3811
3121,NØTTERØY,3911,FÆRDER,G,Vestfold,39,3811
3122,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3123,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3124,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3125,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3126,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3127,TØNSBERG,3905,TØNSBERG,G,Vestfold,39,3803
3128,NØTTERØY,3911,FÆRDER,G,Vestfold,39,3811
3129,TØNSBERG,3905,TØNSBERG,P,Vestfold,39,3803
3131,HUSØYSUND,3911,FÆRDER,P,Vestfold,39,3811
3132,HUSØYSUND,3911,FÆRDER,G,Vestfold,39,3811
3133,DUKEN,3911,FÆRDER,G,Vestfold,39,3811
3134,TØNSBERG,3905,TØNSBERG,P,Vestfold,39,3803
3135,TORØD,3911,FÆRDER,G,Vestfold,39,3811
3137,TORØD,3911,FÆRDER,P,Vestfold,39,3811
3138,SKALLESTAD,3911,FÆRDER,G,Vestfold,39,3811
3139,SKALLESTAD,3911,FÆRDER,P,Vestfold,39,3811
3140,NØTTERØY,3911,FÆRDER,G,Vestfold,39,3811
3141,KJØPMANNSKJÆR,3911,FÆRDER,P,Vestfold,39,3811
3142,VESTSKOGEN,3911,FÆRDER,G,Vestfold,39,3811
3143,KJØPMANNSKJÆR,3911,FÆRDER,G,Vestfold,39,3811
3144,VEIERLAND,3911,FÆRDER,B,Vestfold,39,3811
3145,TJØME,3911,FÆRDER,G,Vestfold,39,3811
3148,HVASSER,3911,FÆRDER,G,Vestfold,39,3811
3150,TOLVSRØD,3905,TØNSBERG,G,Vestfold,39,3803
3151,TOLVSRØD,3905,TØNSBERG,G,Vestfold,39,3803
3152,TOLVSRØD,3905,TØNSBERG,G,Vestfold,39,3803
3153,TOLVSRØD,3905,TØNSBERG,G,Vestfold,39,3803
3154,TOLVSRØD,3905,TØNSBERG,G,Vestfold,39,3803
3156,MELSOMVIK,3907,SANDEFJORD,P,Vestfold,39,3804
3157,BARKÅKER,3905,TØNSBERG,G,Vestfold,39,3803
3158,ANDEBU,3907,SANDEFJORD,G,Vestfold,39,3804
3159,MELSOMVIK,3907,SANDEFJORD,G,Vestfold,39,3804
3160,STOKKE,3907,SANDEFJORD,G,Vestfold,39,3804
3161,STOKKE,3907,SANDEFJORD,P,Vestfold,39,3804
3162,ANDEBU,3907,SANDEFJORD,P,Vestfold,39,3804
3163,NØTTERØY,3911,FÆRDER,P,Vestfold,39,3811
3164,REVETAL,3905,TØNSBERG,P,Vestfold,39,3803
3165,TJØME,3911,FÆRDER,P,Vestfold,39,3811
3166,TOLVSRØD,3905,TØNSBERG,P,Vestfold,39,3803
3167,ÅSGÅRDSTRAND,3901,HORTEN,P,Vestfold,39,3801
3170,SEM,3905,TØNSBERG,G,Vestfold,39,3803
3171,SEM,3905,TØNSBERG,G,Vestfold,39,3803
3172,VEAR,3905,TØNSBERG,G,Vestfold,39,3803
3173,VEAR,3905,TØNSBERG,G,Vestfold,39,3803
3174,REVETAL,3905,TØNSBERG,G,Vestfold,39,3803
3175,RAMNES,3905,TØNSBERG,G,Vestfold,39,3803
3176,UNDRUMSDAL,3905,TØNSBERG,G,Vestfold,39,3803
3177,VÅLE,3905,TØNSBERG,P,Vestfold,39,3803
3178,VÅLE,3905,TØNSBERG,G,Vestfold,39,3803
3179,ÅSGÅRDSTRAND,3901,HORTEN,G,Vestfold,39,3801
3180,NYKIRKE,3901,HORTEN,G,Vestfold,39,3801
3181,HORTEN,3901,HORTEN,G,Vestfold,39,3801
3182,HORTEN,3901,HORTEN,G,Vestfold,39,3801
3183,HORTEN,3901,HORTEN,G,Vestfold,39,3801
3184,BORRE,3901,HORTEN,G,Vestfold,39,3801
3185,SKOPPUM,3901,HORTEN,G,Vestfold,39,3801
3186,HORTEN,3901,HORTEN,G,Vestfold,39,3801
3187,HORTEN,3901,HORTEN,G,Vestfold,39,3801
3188,HORTEN,3901,HORTEN,G,Vestfold,39,3801
3189,HORTEN,3901,HORTEN,G,Vestfold,39,3801
3191,HORTEN,3901,HORTEN,P,Vestfold,39,3801
3192,HORTEN,3901,HORTEN,P,Vestfold,39,3801
3193,HORTEN,3901,HORTEN,P,Vestfold,39,3801
3194,HORTEN,3901,HORTEN,P,Vestfold,39,3801
3195,SKOPPUM,3901,HORTEN,P,Vestfold,39,3801
3196,HORTEN,3901,HORTEN,P,Vestfold,39,3801
3197,NYKIRKE,3901,HORTEN,P,Vestfold,39,3801
3199,BORRE,3901,HORTEN,P,Vestfold,39,3801
3201,SANDEFJORD,3907,SANDEFJORD,P,Vestfold,39,3804
3202,SANDEFJORD,3907,SANDEFJORD,P,Vestfold,39,3804
3203,SANDEFJORD,3907,SANDEFJORD,P,Vestfold,39,3804
3204,SANDEFJORD,3907,SANDEFJORD,P,Vestfold,39,3804
3205,SANDEFJORD,3907,SANDEFJORD,P,Vestfold,39,3804
3206,SANDEFJORD,3907,SANDEFJORD,P,Vestfold,39,3804
3207,SANDEFJORD,3907,SANDEFJORD,P,Vestfold,39,3804
3208,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3209,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3210,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3211,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3212,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3213,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3214,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3215,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3216,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3217,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3218,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3219,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3220,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3221,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3222,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3223,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3224,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3225,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3226,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3227,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3228,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3229,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3230,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3231,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3232,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3233,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3234,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3235,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3236,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3237,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3238,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3239,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3240,SANDEFJORD,3907,SANDEFJORD,P,Vestfold,39,3804
3241,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3242,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3243,KODAL,3907,SANDEFJORD,G,Vestfold,39,3804
3244,SANDEFJORD,3907,SANDEFJORD,G,Vestfold,39,3804
3245,KODAL,3907,SANDEFJORD,P,Vestfold,39,3804
3246,SANDEFJORD,3907,SANDEFJORD,P,Vestfold,39,3804
3247,SANDEFJORD,3907,SANDEFJORD,P,Vestfold,39,3804
3248,SANDEFJORD,3907,SANDEFJORD,P,Vestfold,39,3804
3249,SANDEFJORD,3907,SANDEFJORD,P,Vestfold,39,3804
3251,LARVIK,3909,LARVIK,P,Vestfold,39,3805
3252,LARVIK,3909,LARVIK,P,Vestfold,39,3805
3253,LARVIK,3909,LARVIK,P,Vestfold,39,3805
3254,LARVIK,3909,LARVIK,P,Vestfold,39,3805
3255,LARVIK,3909,LARVIK,P,Vestfold,39,3805
3256,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3257,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3258,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3259,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3260,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3261,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3262,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3263,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3264,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3265,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3267,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3268,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3269,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3270,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3271,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3274,LARVIK,3909,LARVIK,G,Vestfold,39,3805
3275,SVARSTAD,3909,LARVIK,G,Vestfold,39,3805
3276,SVARSTAD,3909,LARVIK,P,Vestfold,39,3805
3277,STEINSHOLT,3909,LARVIK,G,Vestfold,39,3805
3280,TJODALYNG,3909,LARVIK,G,Vestfold,39,3805
3281,TJODALYNG,3909,LARVIK,P,Vestfold,39,3805
3282,KVELDE,3909,LARVIK,G,Vestfold,39,3805
3284,KVELDE,3909,LARVIK,P,Vestfold,39,3805
3285,LARVIK,3909,LARVIK,P,Vestfold,39,3805
3290,STAVERN,3909,LARVIK,G,Vestfold,39,3805
3291,STAVERN,3909,LARVIK,P,Vestfold,39,3805
3292,STAVERN,3909,LARVIK,G,Vestfold,39,3805
3294,STAVERN,3909,LARVIK,G,Vestfold,39,3805
3295,HELGEROA,3909,LARVIK,G,Vestfold,39,3805
3296,NEVLUNGHAVN,3909,LARVIK,G,Vestfold,39,3805
3297,HELGEROA,3909,LARVIK,P,Vestfold,39,3805
3300,HOKKSUND,3314,ØVRE EIKER,G,Buskerud,33,3048
3301,HOKKSUND,3314,ØVRE EIKER,P,Buskerud,33,3048
3302,HOKKSUND,3314,ØVRE EIKER,G,Buskerud,33,3048
3303,HOKKSUND,3314,ØVRE EIKER,G,Buskerud,33,3048
3320,VESTFOSSEN,3314,ØVRE EIKER,G,Buskerud,33,3048
3321,VESTFOSSEN,3314,ØVRE EIKER,P,Buskerud,33,3048
3322,FISKUM,3314,ØVRE EIKER,G,Buskerud,33,3048
3330,SKOTSELV,3314,ØVRE EIKER,G,Buskerud,33,3048
3331,SKOTSELV,3314,ØVRE EIKER,P,Buskerud,33,3048
3340,ÅMOT,3316,MODUM,G,Buskerud,33,3047
3341,ÅMOT,3316,MODUM,P,Buskerud,33,3047
3342,ÅMOT,3316,MODUM,P,Buskerud,33,3047
3350,PRESTFOSS,3332,SIGDAL,G,Buskerud,33,3045
3351,PRESTFOSS,3332,SIGDAL,P,Buskerud,33,3045
3355,SOLUMSMOEN,3332,SIGDAL,G,Buskerud,33,3045
3357,EGGEDAL,3332,SIGDAL,P,Buskerud,33,3045
3358,NEDRE EGGEDAL,3332,SIGDAL,G,Buskerud,33,3045
3359,EGGEDAL,3332,SIGDAL,G,Buskerud,33,3045
3360,GEITHUS,3316,MODUM,G,Buskerud,33,3047
3361,GEITHUS,3316,MODUM,P,Buskerud,33,3047
3370,VIKERSUND,3316,MODUM,G,Buskerud,33,3047
3371,VIKERSUND,3316,MODUM,P,Buskerud,33,3047
3401,LIER,3312,LIER,P,Buskerud,33,3049
3402,LIER,3312,LIER,G,Buskerud,33,3049
3403,LIER,3312,LIER,G,Buskerud,33,3049
3404,LIER,3312,LIER,G,Buskerud,33,3049
3405,LIER,3312,LIER,G,Buskerud,33,3049
3406,TRANBY,3312,LIER,G,Buskerud,33,3049
3407,TRANBY,3312,LIER,P,Buskerud,33,3049
3408,TRANBY,3312,LIER,G,Buskerud,33,3049
3409,TRANBY,3312,LIER,G,Buskerud,33,3049
3410,SYLLING,3312,LIER,G,Buskerud,33,3049
3411,SYLLING,3312,LIER,P,Buskerud,33,3049
3412,LIERSTRANDA,3312,LIER,P,Buskerud,33,3049
3413,LIER,3312,LIER,G,Buskerud,33,3049
3414,LIERSTRANDA,3312,LIER,G,Buskerud,33,3049
3420,LIERSKOGEN,3312,LIER,G,Buskerud,33,3049
3421,LIERSKOGEN,3312,LIER,P,Buskerud,33,3049
3425,REISTAD,3312,LIER,G,Buskerud,33,3049
3426,GULLAUG,3312,LIER,G,Buskerud,33,3049
3427,GULLAUG,3312,LIER,G,Buskerud,33,3049
3428,GULLAUG,3312,LIER,P,Buskerud,33,3049
3430,SPIKKESTAD,3203,ASKER,G,Akershus,32,3025
3431,SPIKKESTAD,3203,ASKER,P,Akershus,32,3025
3440,RØYKEN,3203,ASKER,G,Akershus,32,3025
3441,RØYKEN,3203,ASKER,P,Akershus,32,3025
3442,HYGGEN,3203,ASKER,G,Akershus,32,3025
3470,SLEMMESTAD,3203,ASKER,G,Akershus,32,3025
